1,673.3736455,193.3491912
2,433.6523719,169.4305548
3,642.1096286,103.0278419
4,401.4792329,120.4002771
5,668.862034,83.64658427
6,487.5414606,112.7681421
7,466.2191946,97.75291087
8,664.2655027,222.359577
9,438.1386886,116.8634357
10,576.1994492,141.0050293
11,585.6128131,105.4271345
12,469.3904484,84.3509397
13,417.2218967,123.1711297
14,687.1039067,200.7726523
15,526.0612779,71.10674047
16,542.1533135,165.0166715
17,549.7949598,119.2664581
18,662.5382182,182.6799263
19,662.4124157,201.4105065
20,616.3127638,158.4894085
21,531.1092204,243.4846374
22,532.4375928,192.5758837
23,634.4808603,108.5286672
24,411.5495635,64.54082516
25,427.25019,191.02837
26,689.8001547,145.0962825
27,598.8217895,78.37125176
28,641.7861989,139.4127908
29,428.2841374,216.1096617
30,557.6834316,215.0409571
31,455.7166976,167.1526972
32,463.4913933,200.3777249
33,660.8925772,242.8014087
34,691.2403509,57.1289303
35,456.2265088,205.709582
36,503.4682098,132.0751088
37,525.0666159,201.3955714
38,699.5571421,179.6780402
39,581.5697213,165.8484478
40,532.8709352,117.6709818
41,630.2733698,82.06480194
42,460.2394879,232.7560017
43,696.3606282,118.0204721
44,578.316721,192.8872951
45,489.2210408,172.624411
46,534.7515387,46.34981123
47,408.3949942,184.6199473
48,581.9541776,95.94805176
49,681.9395554,122.1915707
50,574.4462219,29.1003012
51,620.6979023,168.2034113
52,640.2222225,161.4890387
53,429.3581078,147.5385798
54,436.0338268,213.1487785
55,536.4508266,108.9263137
56,465.7785449,181.478041
57,613.9010754,73.93714592
58,600.9192828,205.6425769
59,674.1923833,200.4940383
60,428.6981311,131.1924984
61,554.8384656,77.2904348
62,615.3973922,82.44645457
63,669.3394367,168.9242954
64,541.5384571,33.30133399
65,688.216957,69.34991992
66,638.1287145,134.6066385
67,678.6027552,193.417586
68,558.2389226,108.0979361
69,615.162417,42.81374592
70,497.627344,53.1144454
71,566.2735564,23.63273025
72,559.0683431,132.9311535
73,668.1846767,68.10362973
74,425.6756456,212.5163667
75,535.6348021,222.6642963
76,492.9553353,208.8811459
77,502.8300662,208.617034
78,642.6393095,88.91739233
79,574.9033346,240.0188157
80,644.5324287,207.7269735
81,551.6172169,196.2516262
82,527.5899219,122.9246097
83,415.1363307,193.8866358
84,586.0960993,47.2528425
85,478.6563416,83.99877089
86,509.9507556,113.0777822
87,447.437905,117.0063114
88,464.4306714,117.9398059
89,446.6921266,67.40302809
90,570.0649852,100.3139216
91,518.5789879,195.4184121
92,559.065444,159.0898746
93,453.5251861,141.6844742
94,433.6443024,179.0126413
95,617.7960255,104.4055805
96,532.0302464,57.42935304
97,411.8569356,136.3207434
98,689.4893995,245.1692049
99,583.0613083,20.91577869
100,669.5458839,116.2383182
