1420.5,1053.5
1315.0,1030.5
1295.5,997.0
1306.0,944.0
1364.0,951.5
1382.0,940.5
1417.0,909.5
1437.5,873.0
1465.5,866.5
1484.0,862.0
1483.5,857.5
1479.5,834.5
1488.0,833.5
1484.0,838.5
1485.0,859.0
1489.0,850.5
1487.5,859.0
1460.0,844.0
1430.5,851.0
1450.5,855.0
1472.5,842.5
1475.0,847.5
1480.0,846.0
1477.5,853.0
1481.5,855.0
1487.5,852.0
1499.0,844.5
1537.0,842.0
1576.0,844.0
1613.0,820.5
1655.5,801.5
1694.0,781.5
1727.5,774.5
1762.5,743.0
1789.5,722.5
1826.0,723.0
1849.0,714.0
1881.0,697.0
1905.0,681.5
1933.5,682.5
1947.5,668.0
1968.5,660.0
1974.5,653.5
1986.0,645.5
1992.0,649.5
1993.5,637.0
2000.0,631.0
2006.0,624.5
1999.5,614.0
2003.5,604.0
2003.5,612.0
1997.5,601.5
0.0,0.0
1976.5,596.5
1963.5,600.5
1961.0,602.5
1954.0,590.5
1951.5,591.0
1918.5,604.5
1869.0,592.0
1833.0,637.0
1718.5,587.5
1667.0,602.0
1591.5,611.5
1562.5,588.0
1551.5,608.0
1527.0,601.0
1520.0,606.0
1500.5,600.0
1567.5,555.5
1514.0,619.5
1520.5,613.0
1528.0,615.0
1526.0,605.5
1517.0,597.0
1535.5,608.0
1530.0,596.0
1542.0,629.0
1519.0,617.5
1517.5,601.5
1517.5,604.0
1512.5,591.5
1510.5,599.5
1511.5,618.0
1511.5,611.5
1515.0,601.0
1510.0,577.5
1530.5,572.0
1534.5,596.0
1543.5,568.0
1560.5,574.0
